Image,Label,Rights
urn:cite:hmt:vaimg.VA148RN_0149,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 148, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA149RN_0150,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 149, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA150RN_0151,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 150, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA151RN_0152,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 151, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA152RN_0153,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 152, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA153RN_0154,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 153, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA154RN_0155,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 154, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA155RN_0156,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 155, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA156RN_0157,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 156, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA157RN_0158,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 157, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA158RN_0159,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 158, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA159RN_0160,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 159, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA160RN_0161,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 160, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA161RN_0162,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 161, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA162RN_0163,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 162, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA163RN_0164,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 163, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA164RN_0165,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 164, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA165RN_0166,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 165, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA166RN_0167,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 166, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA167RN_0168,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 167, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA168RN_0169,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 168, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA169RN_0170,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 169, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA170RN_0171,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 170, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA171RN_0172,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 171, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA172RN_0173,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 172, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA173RN_0174,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 173, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA174RN_0175,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 174, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA175RN_0176,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 175, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA176RN_0177,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 176, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA177RN_0178,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 177, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA178RN_0179,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 178, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA179RN_0180,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 179, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA180RN_0181,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 180, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA181RN_0182,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 181, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA182RN_0183,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 182, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA183RN_0184,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 183, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA184RN_0185,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 184, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA185RN_0186,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 185, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA186RN_0187,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 186, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA187RN_0188,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 187, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA188RN_0189,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 188, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA189RN_0190,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 189, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA190RN_0191,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 190, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA191RN_0192,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 191, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA192RN_0193,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 192, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA193RN_0194,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 193, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA194RN_0195,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 194, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA195RN_0196,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 195, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA196RN_0197,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 196, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA197RN_0198,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 197, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA198RN_0199,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 198, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA199RN_0200,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 199, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA200RN_0201,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 200, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA201RN_0202,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 201, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA202RN_0203,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 202, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA203RN_0204,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 203, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA204RN_0205,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 204, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA205RN_0206,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 205, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA206RN_0207,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 206, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA207RN_0208,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 207, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA208RN_0209,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 208, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA209RN_0210,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 209, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA210RN_0211,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 210, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA211RN_0212,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 211, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA212RN_0213,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 212, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA213RN_0214,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 213, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
